Column1,Emp_Id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Status,Satisfaction
2456,IND35020,53%,0.67,4,238,2,,0,,sales,medium,Stayed,0.53
2457,IND15345,65%,0.52,5,149,3,,0,,sales,low,Stayed,0.65
2458,IND21334,18%,0.75,4,170,5,,0,,sales,low,Stayed,0.18
2459,IND03610,61%,0.48,3,250,2,,0,,sales,low,Stayed,0.61
2460,IND13291,86%,0.72,4,167,2,,0,,sales,low,Stayed,0.86
2461,IND41835,14%,0.77,4,166,5,,0,,sales,low,Stayed,0.14
2462,IND32863,63%,0.8,3,205,2,,0,,sales,low,Stayed,0.63
2463,IND18608,79%,0.57,3,250,3,,0,,sales,low,Stayed,0.79
2464,IND01862,78%,0.97,4,142,3,,0,,sales,low,Stayed,0.78
2465,IND20886,14%,0.52,4,217,6,,0,,sales,low,Stayed,0.14
2466,IND43010,85%,0.54,3,139,3,,0,,sales,low,Stayed,0.85
2467,IND0861,85%,0.75,4,139,3,,0,,sales,low,Stayed,0.85
2468,IND20578,91%,0.76,5,152,3,,0,,accounting,low,Stayed,0.91
2469,IND22967,76%,0.74,3,224,2,,0,,accounting,low,Stayed,0.76
2470,IND39581,62%,0.72,5,180,3,,0,,accounting,low,Stayed,0.62
2471,IND17964,53%,0.69,4,216,2,,0,,hr,low,Stayed,0.53
2472,IND29745,97%,0.63,3,133,3,,0,,hr,low,Stayed,0.97
2473,IND39750,48%,0.53,4,271,3,,0,,hr,low,Stayed,0.48
2474,IND35658,50%,0.55,4,148,3,1,0,,hr,low,Stayed,0.5
2475,IND17005,32%,0.42,2,99,4,,0,,technical,low,Stayed,0.32
2476,IND22539,58%,0.77,4,196,2,1,0,,technical,low,Stayed,0.58
2477,IND23571,81%,0.83,3,196,2,,0,,technical,low,Stayed,0.81
2478,IND20960,48%,0.84,4,228,3,,0,,technical,medium,Stayed,0.48
2479,IND06205,96%,0.88,4,165,2,,0,,technical,medium,Stayed,0.96
2480,IND23308,56%,0.9,3,235,2,,0,,technical,medium,Stayed,0.56
2481,IND38435,63%,0.96,4,167,2,,0,,technical,medium,Stayed,0.63
2482,IND07793,21%,0.5,5,255,5,,0,,technical,medium,Stayed,0.21
2483,IND10835,94%,0.78,3,184,3,1,0,,technical,medium,Stayed,0.94
2484,IND29907,94%,0.89,4,239,3,,0,,technical,medium,Stayed,0.94
2485,IND34847,96%,0.54,3,153,2,,0,,technical,medium,Stayed,0.96
2486,IND37606,49%,0.5,4,187,5,1,0,,support,medium,Stayed,0.49
2487,IND42474,82%,0.68,2,285,2,,0,,support,medium,Stayed,0.82
2488,IND43366,60%,0.5,3,274,3,,0,,support,medium,Stayed,0.6
2489,IND08236,76%,0.5,3,156,3,1,0,,support,medium,Stayed,0.76
2490,IND21413,69%,0.64,5,265,2,1,0,,support,high,Stayed,0.69
2491,IND34241,100%,0.94,4,144,3,,0,,support,low,Stayed,1
2492,IND44655,62%,0.66,4,143,3,,0,,support,medium,Stayed,0.62
2493,IND17618,40%,0.99,4,214,6,1,0,,support,medium,Stayed,0.4
2494,IND01393,94%,0.91,3,163,3,,0,,support,medium,Stayed,0.94
2495,IND28396,76%,0.84,4,236,4,,0,,support,medium,Stayed,0.76
2496,IND15799,58%,0.69,3,146,4,,0,,support,low,Stayed,0.58
2497,IND24871,85%,0.78,4,106,2,,0,,technical,low,Stayed,0.85
2498,IND27959,45%,0.52,2,105,3,,0,,technical,low,Stayed,0.45
2499,IND08429,13%,0.67,3,181,4,,0,,technical,low,Stayed,0.13
2500,IND05327,24%,0.5,5,174,4,,0,,management,low,Stayed,0.24
2501,IND0181,64%,0.69,3,207,2,1,0,,IT,low,Stayed,0.64
2502,IND16981,63%,0.61,6,118,2,,0,,IT,low,Stayed,0.63
2503,IND32079,61%,0.99,4,251,2,,0,,IT,low,Stayed,0.61
2504,IND37365,71%,0.99,2,136,3,,0,,IT,low,Stayed,0.71
2505,IND22739,90%,0.89,5,249,3,1,0,,IT,low,Stayed,0.9
2506,IND0527,17%,0.76,4,171,5,,0,,product_mng,low,Stayed,0.17
2507,IND04524,93%,0.97,3,256,2,1,0,,product_mng,low,Stayed,0.93
2508,IND12623,83%,0.89,5,141,3,1,0,,product_mng,low,Stayed,0.83
2509,IND14217,58%,0.75,4,186,2,,0,,product_mng,low,Stayed,0.58
2510,IND20872,76%,0.5,3,258,3,,0,,IT,low,Stayed,0.76
2511,IND24489,50%,0.78,3,228,2,,0,,RandD,low,Stayed,0.5
2512,IND39043,22%,0.81,5,205,4,,0,,RandD,low,Stayed,0.22
2513,IND34901,90%,0.88,4,174,3,,0,,RandD,low,Stayed,0.9
2514,IND07441,70%,0.63,3,155,4,1,0,,RandD,low,Stayed,0.7
2515,IND19283,73%,0.85,5,245,3,,0,,RandD,low,Stayed,0.73
2516,IND22701,84%,0.87,3,271,3,,0,,marketing,low,Stayed,0.84
2517,IND24044,55%,0.63,5,184,4,,0,,marketing,medium,Stayed,0.55
2518,IND38528,63%,0.98,4,175,2,,0,,sales,medium,Stayed,0.63
2519,IND04686,51%,0.92,3,224,3,,0,,accounting,medium,Stayed,0.51
2520,IND29984,81%,0.76,4,177,3,,0,,support,medium,Stayed,0.81
2521,IND37942,80%,0.96,4,268,3,,0,,technical,medium,Stayed,0.8
2522,IND38205,99%,0.97,4,208,3,,0,,management,medium,Stayed,0.99
2523,IND42786,90%,0.87,5,219,2,,0,,marketing,medium,Stayed,0.9
2524,IND44081,65%,0.67,5,128,5,,0,,marketing,medium,Stayed,0.65
2525,IND09664,75%,0.75,3,273,3,,0,,marketing,medium,Stayed,0.75
2526,IND14803,62%,0.49,4,218,4,,0,,sales,medium,Stayed,0.62
2527,IND40429,61%,0.63,5,230,3,,0,,sales,medium,Stayed,0.61
2528,IND10975,24%,0.6,4,195,5,,0,,sales,medium,Stayed,0.24
2529,IND41765,71%,0.63,3,254,3,1,0,,sales,high,Stayed,0.71
2530,IND02127,49%,0.8,2,275,2,,0,,sales,low,Stayed,0.49
2531,IND21317,44%,0.66,3,162,2,,0,,sales,medium,Stayed,0.44
2532,IND12943,75%,0.87,4,193,3,,0,,sales,medium,Stayed,0.75
2533,IND24574,74%,0.84,3,239,4,,0,,sales,medium,Stayed,0.74
2534,IND27248,62%,0.87,5,149,3,,0,,sales,medium,Stayed,0.62
2535,IND31838,51%,0.58,3,155,3,,0,,sales,low,Stayed,0.51
2536,IND35616,61%,0.59,5,271,2,,0,,sales,low,Stayed,0.61
2537,IND39474,56%,0.49,5,163,3,,0,,sales,low,Stayed,0.56
2538,IND13645,79%,0.76,3,160,3,,0,,sales,low,Stayed,0.79
2539,IND36377,68%,0.75,6,274,5,,0,,sales,low,Stayed,0.68
2540,IND0621,90%,0.84,2,199,3,,0,,sales,low,Stayed,0.9
2541,IND08611,83%,0.93,5,241,3,,0,,sales,low,Stayed,0.83
2542,IND14906,94%,0.82,3,187,3,,0,,sales,low,Stayed,0.94
2543,IND16231,21%,0.65,5,223,3,1,0,,sales,low,Stayed,0.21
2544,IND18452,58%,0.87,3,268,2,,0,,sales,low,Stayed,0.58
2545,IND18190,52%,0.38,6,169,3,,0,,accounting,low,Stayed,0.52
2546,IND42403,18%,0.67,5,285,5,,0,,accounting,low,Stayed,0.18
2547,IND29190,94%,0.91,5,254,3,,0,,accounting,low,Stayed,0.94
2548,IND22497,69%,0.5,3,208,4,,0,,hr,low,Stayed,0.69
2549,IND19927,65%,0.83,4,218,3,,0,,hr,low,Stayed,0.65
2550,IND23519,46%,0.62,2,187,3,,0,,hr,low,Stayed,0.46
2551,IND04517,72%,0.62,4,256,3,,0,,hr,low,Stayed,0.72
2552,IND10612,30%,0.37,6,278,3,,0,,technical,low,Stayed,0.3
2553,IND13769,51%,0.51,4,204,2,,0,,technical,low,Stayed,0.51
2554,IND33044,43%,0.75,3,108,2,,0,,technical,low,Stayed,0.43
2555,IND18054,56%,0.94,3,226,2,,0,,technical,low,Stayed,0.56
2556,IND28023,63%,0.91,4,246,3,,0,,technical,medium,Stayed,0.63
2557,IND29061,61%,0.55,5,260,3,,0,,technical,medium,Stayed,0.61
2558,IND32042,53%,0.73,4,248,2,,0,,technical,medium,Stayed,0.53
2559,IND01195,87%,0.75,3,132,3,,0,,technical,medium,Stayed,0.87
2560,IND32215,68%,0.7,4,185,4,,0,,technical,medium,Stayed,0.68
2561,IND38805,78%,0.84,3,269,2,,0,,technical,medium,Stayed,0.78
2562,IND39363,49%,0.95,4,156,2,,0,,technical,medium,Stayed,0.49
2563,IND12358,96%,0.81,3,212,3,,0,,support,medium,Stayed,0.96
2564,IND28519,83%,0.74,3,221,2,,0,,support,medium,Stayed,0.83
2565,IND34992,48%,0.67,5,273,3,,0,,support,medium,Stayed,0.48
2566,IND08005,63%,0.86,4,271,3,1,0,,support,medium,Stayed,0.63
2567,IND31003,87%,0.38,4,183,5,,0,,support,medium,Stayed,0.87
2568,IND43664,21%,0.9,4,271,6,,0,,support,high,Stayed,0.21
2569,IND36766,79%,0.58,5,165,3,,0,,support,low,Stayed,0.79
2570,IND04042,80%,0.96,3,257,5,,0,,support,medium,Stayed,0.8
2571,IND05191,78%,0.82,4,143,3,,0,,support,medium,Stayed,0.78
2572,IND24300,67%,0.65,5,156,2,,0,,support,medium,Stayed,0.67
2573,IND15442,67%,0.71,3,190,3,1,0,,support,medium,Stayed,0.67
2574,IND12432,26%,0.67,2,242,6,,0,,technical,low,Stayed,0.26
2575,IND22075,89%,0.83,5,267,4,,0,,technical,low,Stayed,0.89
2576,IND43434,70%,0.53,4,152,3,,0,,technical,low,Stayed,0.7
2577,IND33458,51%,0.48,5,136,4,,0,,management,low,Stayed,0.51
2578,IND14469,53%,0.88,3,157,3,,0,,IT,low,Stayed,0.53
2579,IND43698,76%,0.51,4,281,3,,0,,IT,low,Stayed,0.76
2580,IND01756,86%,0.93,5,208,2,,0,,IT,low,Stayed,0.86
2581,IND11934,63%,0.96,5,152,3,,0,,IT,low,Stayed,0.63
2582,IND16232,58%,0.86,5,271,3,,0,,IT,low,Stayed,0.58
2583,IND18097,58%,0.83,4,163,3,1,0,,product_mng,low,Stayed,0.58
2584,IND30728,90%,0.82,4,136,3,,0,,product_mng,low,Stayed,0.9
2585,IND33541,79%,0.57,4,233,2,,0,,product_mng,low,Stayed,0.79
2586,IND0145,80%,0.74,4,221,4,,0,,product_mng,low,Stayed,0.8
2587,IND40296,53%,0.65,2,189,2,1,0,,IT,low,Stayed,0.53
2588,IND07864,52%,0.84,2,226,3,,0,,RandD,low,Stayed,0.52
2589,IND30759,82%,0.59,5,201,3,,0,,RandD,low,Stayed,0.82
2590,IND38351,68%,0.9,2,133,4,,0,,RandD,low,Stayed,0.68
2591,IND07031,21%,0.61,3,173,2,,0,,RandD,low,Stayed,0.21
2592,IND43340,81%,0.5,4,152,3,1,0,,RandD,low,Stayed,0.81
2593,IND44350,57%,0.9,3,256,4,,0,,RandD,low,Stayed,0.57
2594,IND02147,99%,0.72,3,119,2,1,0,,marketing,low,Stayed,0.99
2595,IND38687,90%,1,4,207,3,,0,,sales,medium,Stayed,0.9
2596,IND30011,76%,0.64,3,189,3,,0,,accounting,medium,Stayed,0.76
2597,IND26163,56%,0.92,4,172,2,,0,,support,medium,Stayed,0.56
2598,IND03047,50%,0.93,6,150,3,1,0,,technical,medium,Stayed,0.5
2599,IND33681,48%,0.89,5,179,3,,0,,management,medium,Stayed,0.48
2600,IND0127,99%,0.97,3,257,2,,0,,marketing,medium,Stayed,0.99
2601,IND26533,76%,0.8,5,229,2,,0,,marketing,medium,Stayed,0.76
2602,IND30580,93%,0.97,4,227,3,,0,,marketing,medium,Stayed,0.93
2603,IND0423,99%,0.78,4,140,3,,0,,sales,medium,Stayed,0.99
2604,IND34741,85%,0.78,4,251,3,,0,,sales,medium,Stayed,0.85
2605,IND37223,63%,0.95,4,137,3,,0,,sales,medium,Stayed,0.63
2606,IND42042,63%,0.78,3,153,3,1,0,,sales,medium,Stayed,0.63
2607,IND16910,50%,0.65,5,242,3,,0,,sales,high,Stayed,0.5
2608,IND35434,52%,0.57,3,150,3,,0,,sales,low,Stayed,0.52
2609,IND40803,63%,0.99,3,247,3,,0,,sales,medium,Stayed,0.63
2610,IND07972,78%,0.5,4,212,2,,0,,sales,medium,Stayed,0.78
2611,IND25551,98%,0.53,3,234,3,,0,,sales,medium,Stayed,0.98
2612,IND19299,14%,1,5,174,5,,0,,sales,medium,Stayed,0.14
2613,IND19388,70%,0.9,3,225,2,,0,,sales,low,Stayed,0.7
2614,IND19409,88%,0.6,4,224,2,,0,,sales,low,Stayed,0.88
2615,IND12076,72%,0.62,3,270,4,,0,,sales,low,Stayed,0.72
2616,IND17745,88%,0.51,4,139,3,,0,,sales,low,Stayed,0.88
2617,IND26547,71%,0.51,3,248,4,,0,,sales,low,Stayed,0.71
2618,IND33092,60%,0.85,3,172,2,,0,,sales,low,Stayed,0.6
2619,IND21778,88%,0.86,4,224,3,1,0,,sales,low,Stayed,0.88
2620,IND43617,55%,0.72,5,232,4,,0,,sales,low,Stayed,0.55
2621,IND08948,85%,0.55,4,260,2,1,0,,sales,low,Stayed,0.85
2622,IND09334,84%,0.51,2,117,4,,0,,accounting,low,Stayed,0.84
2623,IND03681,91%,0.61,4,243,2,1,0,,accounting,low,Stayed,0.91
2624,IND09557,82%,0.62,4,202,2,,0,,accounting,low,Stayed,0.82
2625,IND43046,60%,0.91,2,168,4,,0,,hr,low,Stayed,0.6
2626,IND06037,89%,0.71,5,194,3,,0,,hr,low,Stayed,0.89
2627,IND19922,60%,0.97,4,219,4,1,0,,hr,low,Stayed,0.6
2628,IND40914,64%,0.52,4,207,3,,0,,hr,low,Stayed,0.64
2629,IND07429,93%,0.88,4,177,3,,0,,technical,low,Stayed,0.93
2630,IND23473,81%,0.99,3,239,2,1,0,,technical,low,Stayed,0.81
2631,IND30127,31%,0.49,4,165,3,1,0,,technical,low,Stayed,0.31
2632,IND17846,68%,0.69,4,225,2,,0,,technical,low,Stayed,0.68
2633,IND35444,78%,0.59,3,212,2,,0,,technical,low,Stayed,0.78
2634,IND42714,44%,0.42,4,159,4,,0,,technical,medium,Stayed,0.44
2635,IND13020,64%,0.93,4,233,2,1,0,,technical,medium,Stayed,0.64
2636,IND18370,81%,0.63,4,108,6,,0,,technical,medium,Stayed,0.81
2637,IND30824,50%,0.49,3,214,3,,0,,technical,medium,Stayed,0.5
2638,IND10417,69%,0.61,5,229,3,,0,,technical,medium,Stayed,0.69
2639,IND13993,77%,0.75,4,223,3,,0,,technical,medium,Stayed,0.77
2640,IND33009,69%,0.56,4,178,3,,0,,support,medium,Stayed,0.69
2641,IND28556,87%,0.68,4,246,2,,0,,support,medium,Stayed,0.87
2642,IND03790,85%,0.91,4,145,3,,0,,support,medium,Stayed,0.85
2643,IND12784,83%,0.83,4,224,4,,0,,support,medium,Stayed,0.83
2644,IND29819,68%,0.51,3,259,3,,0,,support,medium,Stayed,0.68
2645,IND26003,78%,0.65,4,207,2,,0,,support,medium,Stayed,0.78
2646,IND14655,78%,0.89,3,253,3,,0,,support,high,Stayed,0.78
2647,IND35278,93%,0.68,4,196,2,1,0,,support,low,Stayed,0.93
2648,IND16021,54%,0.75,3,240,3,,0,,support,medium,Stayed,0.54
2649,IND06832,76%,0.56,3,255,3,,0,,support,medium,Stayed,0.76
2650,IND12626,40%,0.72,3,139,2,,0,,support,medium,Stayed,0.4
2651,IND20735,73%,0.81,3,168,2,,0,,technical,medium,Stayed,0.73
2652,IND33733,86%,0.98,5,233,3,,0,,technical,low,Stayed,0.86
2653,IND12429,38%,0.68,5,211,6,,0,,technical,low,Stayed,0.38
2654,IND10668,71%,0.48,5,114,3,,0,,management,low,Stayed,0.71
2655,IND21001,58%,0.97,5,202,2,,0,,IT,low,Stayed,0.58
2656,IND07970,67%,0.59,3,177,3,1,0,,IT,low,Stayed,0.67
2657,IND13728,55%,0.76,4,233,4,,0,,IT,low,Stayed,0.55
2658,IND06278,76%,0.98,2,111,2,,0,,IT,low,Stayed,0.76
2659,IND08099,70%,0.82,3,178,3,,0,,IT,low,Stayed,0.7
2660,IND11600,66%,0.46,4,204,4,,0,,product_mng,low,Stayed,0.66
2661,IND25991,96%,0.72,3,272,3,,0,,product_mng,low,Stayed,0.96
2662,IND27535,60%,0.77,4,157,4,,0,,product_mng,low,Stayed,0.6
2663,IND30006,54%,0.94,5,229,3,1,0,,product_mng,low,Stayed,0.54
2664,IND0402,85%,0.9,5,202,3,,0,,IT,low,Stayed,0.85
2665,IND16246,96%,0.84,3,264,3,,0,,RandD,low,Stayed,0.96
2666,IND25736,86%,0.62,3,256,3,1,0,,RandD,low,Stayed,0.86
2667,IND17169,53%,0.87,3,151,2,,0,,RandD,low,Stayed,0.53
2668,IND19068,91%,0.95,3,251,3,,0,,RandD,low,Stayed,0.91
2669,IND32868,33%,0.7,5,271,4,,0,,RandD,low,Stayed,0.33
2670,IND39960,75%,0.73,4,274,2,,0,,RandD,low,Stayed,0.75
2671,IND17825,97%,0.8,3,169,3,,0,,marketing,low,Stayed,0.97
2672,IND19287,68%,0.51,4,176,4,1,0,,sales,low,Stayed,0.68
2673,IND30373,68%,0.7,5,168,2,,0,,accounting,medium,Stayed,0.68
2674,IND04373,57%,0.87,4,171,2,,0,,support,medium,Stayed,0.57
2675,IND16074,87%,0.9,4,214,3,,0,,technical,medium,Stayed,0.87
2676,IND24980,50%,0.91,5,224,2,1,0,,management,medium,Stayed,0.5
2677,IND29562,76%,0.59,3,191,4,,0,,marketing,medium,Stayed,0.76
2678,IND39011,79%,0.61,5,96,4,,0,,marketing,medium,Stayed,0.79
2679,IND24753,17%,0.9,6,217,6,1,0,,marketing,medium,Stayed,0.17
2680,IND30359,60%,0.62,4,135,2,1,0,,sales,medium,Stayed,0.6
2681,IND09795,89%,0.67,3,226,3,,0,,sales,medium,Stayed,0.89
2682,IND31971,69%,0.87,3,202,2,,0,,sales,medium,Stayed,0.69
2683,IND26587,68%,0.85,2,180,6,,0,,sales,medium,Stayed,0.68
2684,IND36440,61%,0.87,5,174,4,,0,,sales,medium,Stayed,0.61
2685,IND22328,63%,0.5,3,140,2,,0,,sales,high,Stayed,0.63
2686,IND31822,50%,0.96,4,147,3,,0,,sales,low,Stayed,0.5
2687,IND06229,49%,0.74,2,263,3,1,0,,sales,medium,Stayed,0.49
2688,IND02899,83%,0.55,5,261,5,,0,,sales,medium,Stayed,0.83
2689,IND01566,59%,0.71,2,176,2,1,0,,sales,medium,Stayed,0.59
2690,IND39480,75%,0.93,2,98,5,,0,,sales,medium,Stayed,0.75
2691,IND20036,66%,0.48,3,192,3,1,0,,sales,low,Stayed,0.66
2692,IND31857,68%,0.51,4,157,3,,0,,sales,low,Stayed,0.68
2693,IND41395,73%,0.58,5,230,3,,0,,sales,low,Stayed,0.73
2694,IND31735,98%,0.53,4,192,2,1,0,,sales,low,Stayed,0.98
2695,IND09454,86%,0.65,3,161,3,,0,,sales,low,Stayed,0.86
2696,IND39115,50%,0.55,3,176,3,,0,,sales,low,Stayed,0.5
2697,IND18943,76%,0.76,3,216,3,,0,,sales,low,Stayed,0.76
2698,IND30815,30%,0.47,4,176,2,,0,,sales,low,Stayed,0.3
2699,IND01093,30%,0.86,3,276,5,1,0,,accounting,low,Stayed,0.3
2700,IND32521,64%,0.59,3,174,3,1,0,,accounting,low,Stayed,0.64
2701,IND41152,59%,0.75,3,106,2,,0,,accounting,low,Stayed,0.59
2702,IND28161,85%,0.63,4,154,3,,0,,hr,low,Stayed,0.85
2703,IND13551,76%,0.93,3,271,5,,0,,hr,low,Stayed,0.76
2704,IND03504,63%,0.5,5,246,2,,0,,hr,low,Stayed,0.63
2705,IND33947,65%,0.86,4,264,2,1,0,,hr,low,Stayed,0.65
2706,IND20167,43%,0.68,3,197,2,,0,,technical,low,Stayed,0.43
2707,IND44829,83%,0.56,4,165,2,,0,,technical,low,Stayed,0.83
2708,IND40615,49%,0.77,4,218,2,,0,,technical,low,Stayed,0.49
2709,IND42647,67%,0.73,3,203,2,,0,,technical,low,Stayed,0.67
2710,IND03966,90%,0.47,2,107,6,1,0,,technical,low,Stayed,0.9
2711,IND08370,83%,0.96,3,179,2,,0,,technical,low,Stayed,0.83
2712,IND25689,92%,0.84,5,264,3,,0,,technical,medium,Stayed,0.92
2713,IND26832,83%,0.7,5,154,3,,0,,technical,medium,Stayed,0.83
2714,IND35331,64%,0.55,4,167,3,1,0,,technical,medium,Stayed,0.64
2715,IND12084,93%,0.97,4,158,3,1,0,,technical,medium,Stayed,0.93
2716,IND36199,60%,0.87,4,227,3,1,0,,technical,medium,Stayed,0.6
2717,IND37983,74%,0.69,3,230,2,,0,,support,medium,Stayed,0.74
2718,IND07189,56%,0.75,5,143,5,,0,,support,medium,Stayed,0.56
2719,IND24233,61%,0.77,4,142,3,,0,,support,medium,Stayed,0.61
2720,IND26307,63%,0.62,4,184,4,,0,,support,medium,Stayed,0.63
2721,IND31491,24%,0.62,5,169,4,,0,,support,medium,Stayed,0.24
2722,IND22751,17%,0.56,5,218,4,1,0,,support,medium,Stayed,0.17
2723,IND0484,46%,0.64,2,121,3,,0,,support,medium,Stayed,0.46
2724,IND03422,68%,0.48,4,251,4,,0,,support,high,Stayed,0.68
2725,IND28712,68%,0.6,2,192,6,,0,,support,low,Stayed,0.68
2726,IND43162,16%,0.71,6,227,5,,0,,support,medium,Stayed,0.16
2727,IND02834,15%,0.56,6,140,5,,0,,support,medium,Stayed,0.15
2728,IND36822,55%,0.49,3,152,2,,0,,technical,medium,Stayed,0.55
2729,IND38038,72%,0.66,4,202,4,,0,,technical,medium,Stayed,0.72
2730,IND17385,91%,0.89,2,219,4,,0,,technical,low,Stayed,0.91
2731,IND23210,30%,0.91,4,248,4,,0,,management,low,Stayed,0.3
2732,IND31933,56%,0.68,5,203,2,,0,,IT,low,Stayed,0.56
2733,IND43051,94%,0.94,3,255,3,,0,,IT,low,Stayed,0.94
2734,IND17179,82%,0.63,5,177,3,,0,,IT,low,Stayed,0.82
2735,IND21580,66%,0.86,5,185,3,,0,,IT,low,Stayed,0.66
2736,IND41772,74%,0.64,4,101,6,1,0,,IT,low,Stayed,0.74
2737,IND21812,63%,0.5,3,246,3,,0,,product_mng,low,Stayed,0.63
2738,IND12322,65%,0.42,6,220,2,,0,,product_mng,low,Stayed,0.65
2739,IND39753,56%,0.81,3,145,2,,0,,product_mng,low,Stayed,0.56
2740,IND07095,32%,0.73,6,194,5,,0,,product_mng,low,Stayed,0.32
2741,IND06815,80%,0.9,4,241,2,,0,,IT,low,Stayed,0.8
2742,IND14656,34%,0.87,6,175,4,,0,,RandD,low,Stayed,0.34
2743,IND42158,62%,0.71,5,149,2,,0,,RandD,low,Stayed,0.62
2744,IND11447,50%,0.86,3,253,2,,0,,RandD,low,Stayed,0.5
2745,IND02537,58%,0.98,5,218,3,,0,,RandD,low,Stayed,0.58
2746,IND12695,94%,0.9,2,263,3,,0,,RandD,low,Stayed,0.94
2747,IND13195,67%,0.99,4,247,3,1,0,,RandD,low,Stayed,0.67
2748,IND15555,20%,0.74,6,148,4,,0,,marketing,low,Stayed,0.2
2749,IND40275,91%,0.59,5,162,2,,0,,sales,low,Stayed,0.91
2750,IND03704,91%,0.67,2,255,4,,0,,accounting,low,Stayed,0.91
2751,IND43727,78%,0.87,3,191,3,1,0,,support,medium,Stayed,0.78
2752,IND26603,82%,0.55,3,217,4,1,0,,technical,medium,Stayed,0.82
2753,IND22797,54%,0.96,3,201,3,,0,,management,medium,Stayed,0.54
2754,IND01977,53%,0.81,3,253,3,,0,,marketing,medium,Stayed,0.53
2755,IND16404,47%,0.55,4,122,5,1,0,,marketing,medium,Stayed,0.47
2756,IND16797,87%,0.5,3,269,3,,0,,marketing,medium,Stayed,0.87
2757,IND18211,50%,0.68,4,161,3,,0,,sales,medium,Stayed,0.5
2758,IND30932,59%,0.83,3,156,2,,0,,sales,medium,Stayed,0.59
2759,IND06772,89%,0.69,3,173,3,,0,,sales,medium,Stayed,0.89
2760,IND42754,54%,0.49,4,152,3,1,0,,sales,medium,Stayed,0.54
2761,IND09755,62%,0.85,3,145,3,,0,,sales,medium,Stayed,0.62
2762,IND26809,91%,0.85,3,248,3,,0,,sales,medium,Stayed,0.91
2763,IND33050,84%,0.99,2,184,2,,0,,sales,high,Stayed,0.84
2764,IND09934,69%,0.65,4,232,2,1,0,,sales,low,Stayed,0.69
2765,IND25251,76%,0.63,3,162,2,,0,,sales,medium,Stayed,0.76
2766,IND32261,80%,0.54,4,269,3,,0,,sales,medium,Stayed,0.8
2767,IND19354,40%,0.47,5,108,3,,0,,sales,medium,Stayed,0.4
2768,IND08010,80%,0.99,3,248,3,1,0,,sales,medium,Stayed,0.8
2769,IND05312,76%,0.4,2,122,5,,0,,sales,low,Stayed,0.76
2770,IND35033,55%,0.9,4,273,2,1,0,,sales,low,Stayed,0.55
2771,IND02318,98%,0.63,3,285,6,,0,,sales,low,Stayed,0.98
2772,IND04783,54%,0.56,4,227,3,,0,,sales,low,Stayed,0.54
2773,IND08340,63%,0.56,4,248,2,1,0,,sales,low,Stayed,0.63
2774,IND02483,88%,0.63,3,257,3,,0,,sales,low,Stayed,0.88
2775,IND26238,50%,0.95,5,194,3,,0,,sales,low,Stayed,0.5
2776,IND36783,52%,0.72,3,253,3,,0,,accounting,low,Stayed,0.52
2777,IND41796,89%,0.95,4,141,3,,0,,accounting,low,Stayed,0.89
2778,IND01932,55%,0.9,4,199,3,,0,,accounting,low,Stayed,0.55
2779,IND27314,51%,0.81,3,143,2,,0,,hr,low,Stayed,0.51
2780,IND41230,35%,0.52,5,244,3,,0,,hr,low,Stayed,0.35
2781,IND38991,54%,0.71,5,173,2,,0,,hr,low,Stayed,0.54
2782,IND22903,72%,0.84,4,186,3,,0,,hr,low,Stayed,0.72
2783,IND44316,61%,0.93,2,247,3,,0,,technical,low,Stayed,0.61
2784,IND26870,17%,0.93,3,218,4,,0,,technical,low,Stayed,0.17
2785,IND09508,71%,0.88,3,140,2,,0,,technical,low,Stayed,0.71
2786,IND17489,88%,0.52,4,166,2,,0,,technical,low,Stayed,0.88
2787,IND30594,48%,1,3,216,2,,0,,technical,low,Stayed,0.48
2788,IND20230,16%,0.97,6,235,3,,0,,technical,low,Stayed,0.16
2789,IND23200,62%,0.72,3,188,3,,0,,technical,low,Stayed,0.62
2790,IND40434,59%,0.47,3,143,2,,0,,technical,medium,Stayed,0.59
2791,IND0170,14%,0.9,4,198,4,,0,,technical,medium,Stayed,0.14
2792,IND30832,96%,0.92,4,148,3,,0,,technical,medium,Stayed,0.96
2793,IND31437,96%,0.42,6,101,4,,0,,technical,medium,Stayed,0.96
2794,IND42425,13%,0.89,4,249,6,1,0,,support,medium,Stayed,0.13
2795,IND44334,64%,0.61,5,249,3,1,0,,support,medium,Stayed,0.64
2796,IND01426,64%,0.67,5,198,2,1,0,,support,medium,Stayed,0.64
2797,IND22754,57%,0.72,3,202,3,1,0,,support,medium,Stayed,0.57
2798,IND21992,49%,1,3,176,3,,0,,support,medium,Stayed,0.49
2799,IND16848,89%,0.79,4,133,2,,0,,support,medium,Stayed,0.89
2800,IND35566,94%,0.75,5,238,2,,0,,support,medium,Stayed,0.94
2801,IND30239,51%,0.58,2,181,4,,0,,support,medium,Stayed,0.51
2802,IND17604,80%,0.85,5,242,3,,0,,support,high,Stayed,0.8
2803,IND44873,74%,0.51,4,185,2,1,0,,support,low,Stayed,0.74
2804,IND16440,66%,0.85,4,237,3,1,0,,support,medium,Stayed,0.66
2805,IND33986,66%,0.99,5,244,3,,0,,technical,medium,Stayed,0.66
2806,IND41118,59%,0.62,3,178,4,,0,,technical,medium,Stayed,0.59
